date,meal_period,restaurant_covers,event_indicator,occupancy_rate,number_of_items,dish_category,dishwasher_cycles,cycle_duration_minutes,items_per_rack,washing_time_minutes,waiting_time_minutes,rewash_required,items_rejected,damaged_items,dishwasher_utilization,staff_available,water_consumption_liters,detergent_consumption_ml,season,day_of_week,peak_period
2025-08-07,Dinner,82,False,0.804,246,Cutlery,6,2.07,45,12.4,0.0,True,7,1,0.587,3,43.4,57.3,Summer,Thursday,True
2025-08-07,Dinner,82,False,0.804,22,Cookware,3,2.36,10,7.1,3.1,True,1,0,0.269,3,12.4,31.1,Summer,Thursday,True
2025-08-08,Breakfast,80,False,0.811,162,Plates,7,2.08,24,14.5,3.8,True,3,0,0.578,3,37.3,77.0,Summer,Friday,False
2025-08-08,Breakfast,80,False,0.811,116,Glassware,6,2.09,20,12.5,4.9,True,2,0,0.498,3,31.0,48.3,Summer,Friday,False
2025-08-08,Breakfast,80,False,0.811,214,Cutlery,5,2.14,45,10.7,3.2,True,4,2,0.419,3,38.0,54.1,Summer,Friday,False
2025-08-08,Breakfast,80,False,0.811,16,Cookware,2,2.45,10,4.9,5.8,True,1,0,0.25,3,8.7,22.7,Summer,Friday,False
2025-08-08,Lunch,58,False,0.811,129,Plates,6,2.0,24,12.0,2.3,True,7,0,0.443,3,33.0,69.1,Summer,Friday,False
2025-08-08,Lunch,58,False,0.811,78,Glassware,4,2.14,20,8.6,4.4,True,2,0,0.344,3,20.9,36.5,Summer,Friday,False
2025-08-08,Lunch,58,False,0.811,162,Cutlery,4,2.11,45,8.5,3.3,True,4,0,0.313,3,27.8,53.3,Summer,Friday,False
2025-08-08,Lunch,58,False,0.811,19,Cookware,2,2.47,10,4.9,1.7,False,0,1,0.25,3,8.7,16.5,Summer,Friday,False
2025-08-08,Dinner,88,False,0.811,184,Plates,8,2.19,24,17.5,8.3,True,7,1,0.869,3,45.7,89.4,Summer,Friday,True
2025-08-08,Dinner,88,False,0.811,117,Glassware,6,2.12,20,12.7,0.0,True,3,0,0.644,3,31.6,54.2,Summer,Friday,True
2025-08-08,Dinner,88,False,0.811,247,Cutlery,6,2.0,45,12.0,3.3,True,5,2,0.57,3,46.0,52.3,Summer,Friday,True
2025-08-08,Dinner,88,False,0.811,15,Cookware,2,2.47,10,4.9,3.1,True,2,0,0.25,3,9.0,18.3,Summer,Friday,True
2025-08-09,Breakfast,88,False,0.826,198,Plates,9,2.17,24,19.6,3.7,True,2,1,0.739,3,50.5,85.4,Summer,Saturday,False
2025-08-09,Breakfast,88,False,0.826,119,Glassware,6,1.93,20,11.6,3.5,False,0,1,0.472,3,32.2,67.5,Summer,Saturday,False
2025-08-09,Breakfast,88,False,0.826,233,Cutlery,6,2.21,45,13.2,7.0,True,3,1,0.47,3,42.9,48.9,Summer,Saturday,False
2025-08-09,Breakfast,88,False,0.826,21,Cookware,3,2.57,10,7.7,8.4,True,2,0,0.25,3,12.6,32.5,Summer,Saturday,False
2025-08-09,Lunch,55,False,0.826,122,Plates,6,1.92,24,11.5,0.0,True,2,0,0.401,3,32.4,68.1,Summer,Saturday,False
2025-08-09,Lunch,55,False,0.826,80,Glassware,4,1.95,20,7.8,1.5,False,0,0,0.321,3,22.1,40.9,Summer,Saturday,False
2025-08-09,Lunch,55,False,0.826,154,Cutlery,4,2.25,45,9.0,3.4,True,4,0,0.317,3,28.9,45.2,Summer,Saturday,False
2025-08-09,Lunch,55,False,0.826,23,Cookware,3,2.44,10,7.3,3.5,True,1,0,0.25,3,13.0,30.6,Summer,Saturday,False
2025-08-09,Dinner,109,False,0.826,251,Plates,11,2.26,24,24.8,21.5,True,9,1,1.225,3,61.5,106.2,Summer,Saturday,True
2025-08-09,Dinner,109,False,0.826,156,Glassware,8,2.0,20,16.0,5.1,True,2,0,0.807,3,43.9,67.8,Summer,Saturday,True
2025-08-09,Dinner,109,False,0.826,305,Cutlery,7,2.18,45,15.3,8.1,True,5,0,0.766,3,54.0,74.0,Summer,Saturday,True
2025-08-09,Dinner,109,False,0.826,20,Cookware,2,2.47,10,4.9,3.3,False,0,0,0.256,3,9.4,17.4,Summer,Saturday,True
2025-08-10,Breakfast,83,False,0.798,180,Plates,8,2.08,24,16.6,0.0,True,2,1,0.642,3,42.3,72.0,Summer,Sunday,False
2025-08-10,Breakfast,83,False,0.798,116,Glassware,6,1.95,20,11.7,0.0,True,1,0,0.466,3,32.9,53.3,Summer,Sunday,False
2025-08-10,Breakfast,83,False,0.798,239,Cutlery,6,2.01,45,12.0,3.7,True,5,0,0.438,3,43.7,67.5,Summer,Sunday,False
2025-08-10,Breakfast,83,False,0.798,14,Cookware,2,2.4,10,4.8,11.0,True,1,0,0.25,3,8.9,21.1,Summer,Sunday,False
2025-08-10,Lunch,51,False,0.798,113,Plates,5,1.85,24,9.3,0.0,True,5,0,0.359,3,28.4,47.9,Summer,Sunday,False
2025-08-10,Lunch,51,False,0.798,59,Glassware,3,1.99,20,6.0,6.6,True,2,0,0.25,3,15.6,30.8,Summer,Sunday,False
2025-08-10,Lunch,51,False,0.798,152,Cutlery,4,1.92,45,7.7,4.3,True,1,0,0.267,3,26.0,41.5,Summer,Sunday,False
2025-08-10,Lunch,51,False,0.798,8,Cookware,1,2.49,10,2.5,0.0,False,0,1,0.25,3,4.7,9.9,Summer,Sunday,False
2025-08-10,Dinner,111,False,0.798,243,Plates,11,1.96,24,21.5,16.6,True,7,0,1.027,3,62.2,123.7,Summer,Sunday,True
2025-08-10,Dinner,111,False,0.798,158,Glassware,8,2.17,20,17.3,7.9,True,1,0,0.888,3,42.7,90.5,Summer,Sunday,True
2025-08-10,Dinner,111,False,0.798,304,Cutlery,7,2.04,45,14.3,1.0,True,4,0,0.714,3,49.8,70.9,Summer,Sunday,True
2025-08-10,Dinner,111,False,0.798,11,Cookware,2,2.46,10,4.9,8.0,False,0,0,0.25,3,8.8,20.0,Summer,Sunday,True
2025-08-11,Breakfast,89,False,0.836,195,Plates,9,2.02,24,18.2,0.6,True,3,2,0.676,3,49.6,87.0,Summer,Monday,False
2025-08-11,Breakfast,89,False,0.836,118,Glassware,6,1.96,20,11.8,0.9,False,0,0,0.477,3,32.1,49.3,Summer,Monday,False
2025-08-11,Breakfast,89,False,0.836,254,Cutlery,6,1.82,45,10.9,6.9,True,6,1,0.424,3,42.8,61.8,Summer,Monday,False
2025-08-11,Breakfast,89,False,0.836,27,Cookware,3,2.34,10,7.0,0.0,True,2,0,0.26,3,14.7,25.1,Summer,Monday,False
2025-08-11,Lunch,49,False,0.836,102,Plates,5,1.94,24,9.7,10.0,False,0,0,0.34,3,26.7,41.0,Summer,Monday,False
2025-08-11,Lunch,49,False,0.836,72,Glassware,4,2.14,20,8.6,6.9,True,3,0,0.318,3,20.5,50.4,Summer,Monday,False
2025-08-11,Lunch,49,False,0.836,141,Cutlery,4,2.08,45,8.3,1.9,True,1,0,0.268,3,26.2,35.0,Summer,Monday,False
2025-08-11,Lunch,49,False,0.836,14,Cookware,2,2.6,10,5.2,0.1,False,0,0,0.25,3,8.6,20.6,Summer,Monday,False
2025-08-11,Dinner,92,False,0.836,211,Plates,9,2.09,24,18.8,12.1,True,3,0,0.954,3,49.9,99.6,Summer,Monday,True
2025-08-11,Dinner,92,False,0.836,124,Glassware,7,2.2,20,15.4,1.9,True,5,0,0.708,3,37.4,71.1,Summer,Monday,True
2025-08-11,Dinner,92,False,0.836,264,Cutlery,6,2.34,45,14.0,2.1,True,7,0,0.712,3,43.1,57.3,Summer,Monday,True
2025-08-11,Dinner,92,False,0.836,17,Cookware,2,2.33,10,4.7,2.1,False,0,0,0.25,3,9.4,18.8,Summer,Monday,True
2025-08-12,Breakfast,80,False,0.827,178,Plates,8,2.07,24,16.5,0.5,True,2,1,0.631,3,44.0,87.4,Summer,Tuesday,False
2025-08-12,Breakfast,80,False,0.827,113,Glassware,6,2.16,20,13.0,3.5,True,4,1,0.503,3,31.8,65.1,Summer,Tuesday,False
2025-08-12,Breakfast,80,False,0.827,221,Cutlery,5,2.0,45,10.0,0.0,True,2,0,0.405,3,34.4,55.1,Summer,Tuesday,False
2025-08-12,Breakfast,80,False,0.827,20,Cookware,2,2.5,10,5.0,2.2,True,2,0,0.25,3,8.7,17.4,Summer,Tuesday,False
2025-08-12,Lunch,51,False,0.827,112,Plates,5,2.25,24,11.2,0.0,True,3,0,0.432,3,28.6,46.4,Summer,Tuesday,False
2025-08-12,Lunch,51,False,0.827,62,Glassware,4,2.06,20,8.2,1.7,True,2,0,0.263,3,19.8,44.1,Summer,Tuesday,False
2025-08-12,Lunch,51,False,0.827,139,Cutlery,4,2.16,45,8.6,1.5,True,3,0,0.274,3,25.7,36.6,Summer,Tuesday,False
2025-08-12,Lunch,51,False,0.827,5,Cookware,1,2.31,10,2.3,5.9,False,0,0,0.25,3,3.9,10.6,Summer,Tuesday,False
2025-08-12,Dinner,113,False,0.827,254,Plates,11,2.18,24,24.0,17.1,True,6,3,1.198,3,58.4,107.6,Summer,Tuesday,True
2025-08-12,Dinner,113,False,0.827,147,Glassware,8,2.18,20,17.4,9.5,True,1,1,0.83,3,41.7,84.2,Summer,Tuesday,True
2025-08-12,Dinner,113,False,0.827,318,Cutlery,8,2.08,45,16.6,2.3,True,4,0,0.762,3,55.4,81.4,Summer,Tuesday,True
2025-08-12,Dinner,113,False,0.827,25,Cookware,3,2.5,10,7.5,1.7,True,2,0,0.324,3,13.0,30.9,Summer,Tuesday,True
2025-08-13,Breakfast,91,False,0.737,206,Plates,9,2.15,24,19.3,0.0,True,3,0,0.759,3,51.6,102.2,Summer,Wednesday,False
2025-08-13,Breakfast,91,False,0.737,122,Glassware,7,2.12,20,14.9,2.4,False,0,1,0.533,3,37.8,72.2,Summer,Wednesday,False
2025-08-13,Breakfast,91,False,0.737,255,Cutlery,6,2.23,45,13.4,5.7,True,7,0,0.52,3,42.5,53.9,Summer,Wednesday,False
2025-08-13,Breakfast,91,False,0.737,26,Cookware,3,2.51,10,7.5,5.2,True,2,0,0.268,3,12.6,33.5,Summer,Wednesday,False
2025-08-13,Lunch,53,False,0.737,115,Plates,5,2.21,24,11.1,0.0,True,4,0,0.436,3,27.6,54.3,Summer,Wednesday,False
2025-08-13,Lunch,53,False,0.737,73,Glassware,4,2.24,20,8.9,0.0,True,1,0,0.336,3,19.2,35.0,Summer,Wednesday,False
2025-08-13,Lunch,53,False,0.737,144,Cutlery,4,2.16,45,8.6,7.3,True,2,0,0.284,3,27.5,41.3,Summer,Wednesday,False
2025-08-13,Lunch,53,False,0.737,11,Cookware,2,2.54,10,5.1,0.0,False,0,0,0.25,3,7.8,20.7,Summer,Wednesday,False
2025-08-13,Dinner,95,False,0.737,205,Plates,9,1.85,24,16.6,9.0,True,5,0,0.819,3,49.9,77.6,Summer,Wednesday,True
2025-08-13,Dinner,95,False,0.737,135,Glassware,7,2.22,20,15.6,0.0,False,0,0,0.778,3,35.0,66.4,Summer,Wednesday,True
2025-08-13,Dinner,95,False,0.737,258,Cutlery,6,2.1,45,12.6,9.6,True,5,0,0.625,3,42.8,70.4,Summer,Wednesday,True
2025-08-13,Dinner,95,False,0.737,10,Cookware,1,2.29,10,2.3,2.8,False,0,0,0.25,3,4.3,8.2,Summer,Wednesday,True
2025-08-14,Breakfast,85,False,0.827,197,Plates,9,2.21,24,19.9,0.0,True,3,0,0.748,3,49.8,87.2,Summer,Thursday,False
2025-08-14,Breakfast,85,False,0.827,119,Glassware,6,2.01,20,12.1,0.0,True,6,0,0.492,3,32.5,50.2,Summer,Thursday,False
2025-08-14,Breakfast,85,False,0.827,235,Cutlery,6,2.14,45,12.8,5.6,True,7,0,0.46,3,43.2,56.2,Summer,Thursday,False
2025-08-14,Breakfast,85,False,0.827,22,Cookware,3,2.32,10,6.9,7.4,False,0,0,0.25,3,13.5,28.5,Summer,Thursday,False
2025-08-14,Lunch,41,False,0.827,88,Plates,4,2.17,24,8.7,1.3,True,2,0,0.328,2,22.6,41.8,Summer,Thursday,False
2025-08-14,Lunch,41,False,0.827,61,Glassware,4,2.09,20,8.4,0.0,True,2,0,0.263,2,19.8,34.9,Summer,Thursday,False
2025-08-14,Lunch,41,False,0.827,114,Cutlery,3,1.99,45,6.0,0.1,True,3,0,0.25,2,21.7,27.8,Summer,Thursday,False
2025-08-14,Lunch,41,False,0.827,5,Cookware,1,2.54,10,2.5,1.4,True,1,0,0.25,2,4.5,8.3,Summer,Thursday,False
2025-08-14,Dinner,79,False,0.827,181,Plates,8,2.1,24,16.8,6.1,False,0,0,0.821,3,47.5,80.3,Summer,Thursday,True
2025-08-14,Dinner,79,False,0.827,102,Glassware,6,2.13,20,12.8,4.4,True,1,0,0.564,3,31.9,57.2,Summer,Thursday,True
2025-08-14,Dinner,79,False,0.827,232,Cutlery,6,2.1,45,12.6,3.2,True,3,0,0.562,3,43.7,57.1,Summer,Thursday,True
2025-08-14,Dinner,79,False,0.827,18,Cookware,2,2.4,10,4.8,2.3,False,0,1,0.25,3,9.7,19.9,Summer,Thursday,True
2025-08-15,Breakfast,90,False,0.889,201,Plates,9,2.13,24,19.2,7.4,False,0,0,0.735,3,51.4,99.3,Summer,Friday,False
2025-08-15,Breakfast,90,False,0.889,131,Glassware,7,2.01,20,14.1,2.4,True,4,0,0.543,3,37.4,70.6,Summer,Friday,False
2025-08-15,Breakfast,90,False,0.889,242,Cutlery,6,2.01,45,12.1,5.9,True,2,0,0.446,3,43.7,53.5,Summer,Friday,False
2025-08-15,Breakfast,90,False,0.889,20,Cookware,2,2.25,10,4.5,2.7,True,2,0,0.25,3,8.5,20.7,Summer,Friday,False
2025-08-15,Lunch,66,False,0.889,142,Plates,6,2.08,24,12.5,5.4,True,6,0,0.507,3,32.9,58.5,Summer,Friday,False
2025-08-15,Lunch,66,False,0.889,94,Glassware,5,2.34,20,11.7,1.8,True,2,0,0.454,3,25.5,48.1,Summer,Friday,False
2025-08-15,Lunch,66,False,0.889,185,Cutlery,5,1.92,45,9.6,0.0,True,5,0,0.324,3,34.2,55.3,Summer,Friday,False
2025-08-15,Lunch,66,False,0.889,20,Cookware,2,2.58,10,5.2,2.8,True,1,0,0.25,3,9.0,21.0,Summer,Friday,False
2025-08-15,Dinner,109,False,0.889,241,Plates,11,1.98,24,21.8,10.8,True,11,0,1.03,3,61.7,111.3,Summer,Friday,True
2025-08-15,Dinner,109,False,0.889,153,Glassware,8,2.06,20,16.5,10.3,True,3,0,0.816,3,40.4,79.4,Summer,Friday,True
2025-08-15,Dinner,109,False,0.889,302,Cutlery,7,1.93,45,13.5,5.3,True,4,0,0.672,3,50.3,66.3,Summer,Friday,True
2025-08-15,Dinner,109,False,0.889,25,Cookware,3,2.58,10,7.7,0.0,True,4,0,0.335,3,13.8,33.4,Summer,Friday,True
2025-08-16,Breakfast,81,False,0.844,181,Plates,8,2.13,24,17.1,2.7,True,2,0,0.662,3,43.9,79.1,Summer,Saturday,False
2025-08-16,Breakfast,81,False,0.844,116,Glassware,6,2.15,20,12.9,3.8,True,3,0,0.514,3,29.1,57.1,Summer,Saturday,False
2025-08-16,Breakfast,81,False,0.844,218,Cutlery,5,2.08,45,10.4,4.0,True,6,1,0.414,3,35.5,52.8,Summer,Saturday,False
2025-08-16,Breakfast,81,False,0.844,14,Cookware,2,2.32,10,4.6,6.9,True,1,0,0.25,3,8.8,17.8,Summer,Saturday,False
2025-08-16,Lunch,69,False,0.844,153,Plates,7,1.98,24,13.9,2.4,True,1,0,0.521,3,39.9,68.8,Summer,Saturday,False
2025-08-16,Lunch,69,False,0.844,92,Glassware,5,2.25,20,11.3,3.1,True,1,0,0.427,3,26.4,54.2,Summer,Saturday,False
2025-08-16,Lunch,69,False,0.844,193,Cutlery,5,2.05,45,10.2,0.0,True,2,0,0.362,3,35.6,43.3,Summer,Saturday,False
2025-08-16,Lunch,69,False,0.844,16,Cookware,2,2.4,10,4.8,5.3,True,1,0,0.25,3,9.5,22.5,Summer,Saturday,False
2025-08-16,Dinner,109,False,0.844,239,Plates,10,2.07,24,20.7,11.4,True,10,0,1.069,3,52.8,123.5,Summer,Saturday,True
2025-08-16,Dinner,109,False,0.844,170,Glassware,9,2.14,20,19.3,10.6,True,3,0,0.945,3,51.7,79.9,Summer,Saturday,True
2025-08-16,Dinner,109,False,0.844,304,Cutlery,7,2.2,45,15.4,7.0,True,8,0,0.769,3,51.9,75.8,Summer,Saturday,True
2025-08-16,Dinner,109,False,0.844,35,Cookware,4,2.44,10,9.8,3.2,True,1,0,0.443,3,18.9,44.4,Summer,Saturday,True
2025-08-17,Breakfast,77,False,0.906,175,Plates,8,1.93,24,15.4,4.7,True,2,1,0.58,3,45.4,73.0,Summer,Sunday,False
2025-08-17,Breakfast,77,False,0.906,112,Glassware,6,2.09,20,12.6,4.3,True,3,0,0.482,3,30.5,73.6,Summer,Sunday,False
2025-08-17,Breakfast,77,False,0.906,209,Cutlery,5,2.01,45,10.1,1.7,True,5,0,0.385,3,36.6,51.3,Summer,Sunday,False
2025-08-17,Breakfast,77,False,0.906,19,Cookware,2,2.3,10,4.6,2.1,True,1,0,0.25,3,9.1,22.1,Summer,Sunday,False
2025-08-17,Lunch,56,False,0.906,118,Plates,5,2.16,24,10.8,2.1,True,2,0,0.437,3,28.9,49.1,Summer,Sunday,False
2025-08-17,Lunch,56,False,0.906,77,Glassware,4,2.01,20,8.0,0.0,True,2,0,0.319,3,21.8,47.4,Summer,Sunday,False
2025-08-17,Lunch,56,False,0.906,158,Cutlery,4,2.14,45,8.6,3.5,False,0,0,0.31,3,28.1,40.9,Summer,Sunday,False
2025-08-17,Lunch,56,False,0.906,19,Cookware,2,2.62,10,5.2,6.5,True,1,0,0.25,3,9.2,24.9,Summer,Sunday,False
2025-08-17,Dinner,121,False,0.906,272,Plates,12,1.95,24,23.5,14.7,True,7,0,1.149,3,64.7,111.2,Summer,Sunday,True
2025-08-17,Dinner,121,False,0.906,168,Glassware,9,2.03,20,18.3,11.8,True,4,0,0.884,3,48.6,87.9,Summer,Sunday,True
2025-08-17,Dinner,121,False,0.906,341,Cutlery,8,2.06,45,16.5,6.1,True,6,1,0.811,3,57.3,87.5,Summer,Sunday,True
2025-08-17,Dinner,121,False,0.906,14,Cookware,2,2.47,10,4.9,5.8,True,1,0,0.25,3,9.0,18.4,Summer,Sunday,True
2025-08-18,Breakfast,78,False,0.895,161,Plates,7,2.09,24,14.6,3.6,True,5,0,0.577,3,37.1,77.5,Summer,Monday,False
2025-08-18,Breakfast,78,False,0.895,113,Glassware,6,2.21,20,13.3,0.0,True,2,0,0.515,3,30.2,54.3,Summer,Monday,False
2025-08-18,Breakfast,78,False,0.895,217,Cutlery,5,2.25,45,11.2,0.0,True,4,1,0.446,3,37.8,52.0,Summer,Monday,False
2025-08-18,Breakfast,78,False,0.895,12,Cookware,2,2.48,10,5.0,4.0,False,0,0,0.25,3,8.9,18.9,Summer,Monday,False
2025-08-18,Lunch,58,False,0.895,126,Plates,6,2.12,24,12.7,4.1,True,6,0,0.458,3,31.2,52.3,Summer,Monday,False
2025-08-18,Lunch,58,False,0.895,72,Glassware,4,2.13,20,8.5,1.8,True,2,0,0.316,3,19.7,38.1,Summer,Monday,False
2025-08-18,Lunch,58,False,0.895,165,Cutlery,4,1.97,45,7.9,5.6,True,1,0,0.298,3,29.0,42.3,Summer,Monday,False
2025-08-18,Lunch,58,False,0.895,22,Cookware,3,2.44,10,7.3,2.2,False,0,0,0.25,3,12.8,28.9,Summer,Monday,False
2025-08-18,Dinner,103,False,0.895,226,Plates,10,2.03,24,20.3,15.2,True,6,0,0.989,3,53.8,88.9,Summer,Monday,True
2025-08-18,Dinner,103,False,0.895,138,Glassware,7,1.9,20,13.3,6.4,True,1,0,0.68,3,37.2,74.0,Summer,Monday,True
2025-08-18,Dinner,103,False,0.895,297,Cutlery,7,2.24,45,15.7,0.0,True,5,1,0.766,3,51.1,67.8,Summer,Monday,True
2025-08-18,Dinner,103,False,0.895,29,Cookware,3,2.42,10,7.3,3.9,False,0,0,0.364,3,13.7,27.1,Summer,Monday,True
2025-08-19,Breakfast,90,False,0.83,211,Plates,9,2.03,24,18.3,0.0,True,7,1,0.736,3,50.7,82.7,Summer,Tuesday,False
2025-08-19,Breakfast,90,False,0.83,123,Glassware,7,1.75,20,12.3,0.6,True,1,0,0.444,3,38.4,83.9,Summer,Tuesday,False
2025-08-19,Breakfast,90,False,0.83,267,Cutlery,6,2.11,45,12.6,2.3,True,6,1,0.515,3,41.7,69.9,Summer,Tuesday,False
2025-08-19,Breakfast,90,False,0.83,19,Cookware,2,2.43,10,4.9,0.2,False,0,0,0.25,3,9.6,19.1,Summer,Tuesday,False
2025-08-19,Lunch,42,False,0.83,96,Plates,4,2.03,24,8.1,8.4,False,0,1,0.335,2,23.8,36.9,Summer,Tuesday,False
2025-08-19,Lunch,42,False,0.83,65,Glassware,4,1.95,20,7.8,1.5,True,2,0,0.262,2,20.6,34.8,Summer,Tuesday,False
2025-08-19,Lunch,42,False,0.83,114,Cutlery,3,2.16,45,6.5,1.3,True,3,0,0.25,2,21.0,23.7,Summer,Tuesday,False
2025-08-19,Lunch,42,False,0.83,8,Cookware,1,2.58,10,2.6,0.2,False,0,1,0.25,2,4.8,10.1,Summer,Tuesday,False
2025-08-19,Dinner,122,False,0.83,268,Plates,12,2.08,24,24.9,20.5,True,13,0,1.202,3,71.7,120.8,Summer,Tuesday,True
2025-08-19,Dinner,122,False,0.83,156,Glassware,8,2.18,20,17.5,14.5,True,2,0,0.883,3,42.4,71.1,Summer,Tuesday,True
2025-08-19,Dinner,122,False,0.83,328,Cutlery,8,2.11,45,16.8,6.2,True,9,0,0.796,3,59.0,92.2,Summer,Tuesday,True
2025-08-19,Dinner,122,False,0.83,30,Cookware,3,2.39,10,7.2,4.4,True,2,0,0.372,3,13.0,28.3,Summer,Tuesday,True
2025-08-20,Breakfast,100,False,0.839,211,Plates,9,2.3,24,20.7,9.4,True,1,1,0.832,3,52.8,100.3,Summer,Wednesday,False
2025-08-20,Breakfast,100,False,0.839,133,Glassware,7,2.36,20,16.5,5.0,False,0,0,0.646,3,34.1,72.4,Summer,Wednesday,False
2025-08-20,Breakfast,100,False,0.839,277,Cutlery,7,2.02,45,14.2,3.3,True,2,0,0.513,3,48.5,70.8,Summer,Wednesday,False
2025-08-20,Breakfast,100,False,0.839,16,Cookware,2,2.51,10,5.0,2.5,False,0,0,0.25,3,9.3,18.0,Summer,Wednesday,False
2025-08-20,Lunch,71,False,0.839,165,Plates,7,2.1,24,14.7,2.5,True,2,1,0.596,3,38.0,63.0,Summer,Wednesday,False
2025-08-20,Lunch,71,False,0.839,103,Glassware,6,1.95,20,11.7,8.9,True,2,0,0.414,3,29.3,63.3,Summer,Wednesday,False
2025-08-20,Lunch,71,False,0.839,206,Cutlery,5,2.23,45,11.2,1.2,True,1,0,0.42,3,35.1,57.9,Summer,Wednesday,False
2025-08-20,Lunch,71,False,0.839,11,Cookware,2,2.31,10,4.6,0.2,True,1,0,0.25,3,8.9,17.6,Summer,Wednesday,False
2025-08-20,Dinner,114,False,0.839,245,Plates,11,2.09,24,23.0,15.8,True,5,0,1.107,3,59.4,108.6,Summer,Wednesday,True
2025-08-20,Dinner,114,False,0.839,151,Glassware,8,2.09,20,16.7,3.5,True,1,0,0.817,3,42.4,85.9,Summer,Wednesday,True
2025-08-20,Dinner,114,False,0.839,311,Cutlery,7,2.07,45,14.5,0.8,True,10,0,0.742,3,51.9,65.9,Summer,Wednesday,True
2025-08-20,Dinner,114,False,0.839,37,Cookware,4,2.36,10,9.4,0.0,True,1,0,0.452,3,17.1,42.8,Summer,Wednesday,True
2025-08-21,Breakfast,81,False,0.855,183,Plates,8,2.14,24,17.1,1.1,True,3,0,0.672,3,40.6,94.1,Summer,Thursday,False
2025-08-21,Breakfast,81,False,0.855,126,Glassware,7,2.18,20,15.2,3.2,True,2,1,0.565,3,36.4,67.5,Summer,Thursday,False
2025-08-21,Breakfast,81,False,0.855,236,Cutlery,6,1.87,45,11.2,0.0,True,7,0,0.403,3,42.7,57.0,Summer,Thursday,False
2025-08-21,Breakfast,81,False,0.855,11,Cookware,2,2.4,10,4.8,2.9,False,0,0,0.25,3,8.3,17.4,Summer,Thursday,False
2025-08-21,Lunch,70,False,0.855,144,Plates,6,2.25,24,13.5,0.0,True,5,0,0.555,3,33.5,63.2,Summer,Thursday,False
2025-08-21,Lunch,70,False,0.855,102,Glassware,6,2.35,20,14.1,4.6,True,3,0,0.493,3,31.2,64.1,Summer,Thursday,False
2025-08-21,Lunch,70,False,0.855,184,Cutlery,5,2.06,45,10.3,2.8,True,4,0,0.346,3,34.4,51.2,Summer,Thursday,False
2025-08-21,Lunch,70,False,0.855,21,Cookware,3,2.61,10,7.8,3.3,True,1,0,0.25,3,13.2,26.4,Summer,Thursday,False
2025-08-21,Dinner,104,False,0.855,223,Plates,10,2.2,24,22.0,14.6,True,8,0,1.061,3,55.1,106.8,Summer,Thursday,True
2025-08-21,Dinner,104,False,0.855,156,Glassware,8,2.15,20,17.2,10.1,True,3,0,0.871,3,42.7,82.8,Summer,Thursday,True
2025-08-21,Dinner,104,False,0.855,299,Cutlery,7,2.21,45,15.5,2.8,True,2,1,0.761,3,50.7,73.2,Summer,Thursday,True
2025-08-21,Dinner,104,False,0.855,39,Cookware,4,2.24,10,9.0,5.5,True,1,0,0.454,3,19.0,40.7,Summer,Thursday,True
2025-08-22,Breakfast,78,False,0.747,157,Plates,7,2.13,24,14.9,4.4,True,2,0,0.575,3,39.5,74.3,Summer,Friday,False
2025-08-22,Breakfast,78,False,0.747,105,Glassware,6,2.11,20,12.7,5.2,True,4,0,0.456,3,29.7,55.6,Summer,Friday,False
2025-08-22,Breakfast,78,False,0.747,223,Cutlery,5,2.21,45,11.0,3.7,True,4,0,0.45,3,37.7,54.4,Summer,Friday,False
2025-08-22,Breakfast,78,False,0.747,11,Cookware,2,2.46,10,4.9,1.8,False,0,0,0.25,3,8.5,18.8,Summer,Friday,False
2025-08-22,Lunch,64,False,0.747,140,Plates,6,2.15,24,12.9,3.6,True,3,0,0.515,3,32.8,67.0,Summer,Friday,False
2025-08-22,Lunch,64,False,0.747,93,Glassware,5,2.27,20,11.3,2.1,True,2,0,0.434,3,26.8,51.8,Summer,Friday,False
2025-08-22,Lunch,64,False,0.747,180,Cutlery,4,2.03,45,8.1,7.6,True,6,0,0.334,3,28.9,35.1,Summer,Friday,False
2025-08-22,Lunch,64,False,0.747,14,Cookware,2,2.53,10,5.1,7.2,False,0,0,0.25,3,8.2,20.8,Summer,Friday,False
2025-08-22,Dinner,94,False,0.747,193,Plates,9,2.12,24,19.1,11.3,True,4,0,0.884,3,49.9,103.8,Summer,Friday,True
2025-08-22,Dinner,94,False,0.747,147,Glassware,8,2.14,20,17.2,7.3,True,1,0,0.817,3,42.0,88.5,Summer,Friday,True
2025-08-22,Dinner,94,False,0.747,251,Cutlery,6,1.92,45,11.5,0.3,True,6,0,0.554,3,42.1,61.7,Summer,Friday,True
2025-08-22,Dinner,94,False,0.747,25,Cookware,3,2.7,10,8.1,0.4,False,0,0,0.35,3,13.9,30.2,Summer,Friday,True
2025-08-23,Breakfast,84,False,0.816,173,Plates,8,2.09,24,16.7,1.3,True,3,0,0.62,3,45.6,86.1,Summer,Saturday,False
2025-08-23,Breakfast,84,False,0.816,130,Glassware,7,2.21,20,15.5,6.3,True,5,1,0.592,3,37.8,65.4,Summer,Saturday,False
2025-08-23,Breakfast,84,False,0.816,243,Cutlery,6,2.14,45,12.8,3.7,True,3,0,0.475,3,43.6,57.5,Summer,Saturday,False
2025-08-23,Breakfast,84,False,0.816,17,Cookware,2,2.66,10,5.3,2.1,True,1,0,0.25,3,8.8,17.7,Summer,Saturday,False
